isin,per_isin_id,issuer_name,bond_amount,bond_currency,bond_USD_amount,post_icma_category,impact_metric,impact_type,impact_value,impact_unit,impact_per_million_USD,review_notes,post_source_detail,source_trail
USY4841PAD43,3,Korea Housing Finance Corporation,500000000,USD,500000000.0,Access to Essential Services,Beneficiaries reached,Social,4736.8421,loans,9.473684,,https://source.arctal.ai/entities/korea-housing-finance-corporation/alloc-report__2025__post-issuance-impact-korea-housing-finance-corporation-gss__unk-pub-date__01d4806c3963.pdf#page=7,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 144.00 loans (from source, entry=subcategory) ÷ bond_share = 4,736.84 loans; 4,736.84 / 500.0M USD = 9.47 loans/$M

Extraction notes:
Two separate tables extracted: Vulnerable Groups (4 rows) and Policy Support Targets (3 rows).
Vulnerable Groups mapped to ICMA category 'Access to Essential Services'.
Policy Support Targets mapped to ICMA category 'Socioeconomic Advancement and Empowerment'.
Loan counts extracted as 'beneficiaries' KPI per agent guidance.
Amounts are in KRW 100 million units (hundred millions).
Total vulnerable groups: KRW 3,389 hundred million (338.9 billion KRW).
Total policy support targets: KRW 30,997 hundred million (3.0997 trillion KRW).
Preferential rates: 0.7%p for disabled, 0.1%p for low-income youths, 0.7%p for single parent/multicultural, 0.2%p for newborn children households, 0.3%p for newlyweds."
USY4841PAD43,4,Korea Housing Finance Corporation,500000000,USD,500000000.0,Access to Essential Services,Beneficiaries reached,Social,11480.2632,loans,22.960526,,https://source.arctal.ai/entities/korea-housing-finance-corporation/alloc-report__2025__post-issuance-impact-korea-housing-finance-corporation-gss__unk-pub-date__01d4806c3963.pdf#page=7,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 349.00 loans (from source, entry=subcategory) ÷ bond_share = 11,480.26 loans; 11,480.26 / 500.0M USD = 22.96 loans/$M

Extraction notes:
Two separate tables extracted: Vulnerable Groups (4 rows) and Policy Support Targets (3 rows).
Vulnerable Groups mapped to ICMA category 'Access to Essential Services'.
Policy Support Targets mapped to ICMA category 'Socioeconomic Advancement and Empowerment'.
Loan counts extracted as 'beneficiaries' KPI per agent guidance.
Amounts are in KRW 100 million units (hundred millions).
Total vulnerable groups: KRW 3,389 hundred million (338.9 billion KRW).
Total policy support targets: KRW 30,997 hundred million (3.0997 trillion KRW).
Preferential rates: 0.7%p for disabled, 0.1%p for low-income youths, 0.7%p for single parent/multicultural, 0.2%p for newborn children households, 0.3%p for newlyweds."
USY4841PAD43,5,Korea Housing Finance Corporation,500000000,USD,500000000.0,Access to Essential Services,Beneficiaries reached,Social,4638.1579,loans,9.276316,,https://source.arctal.ai/entities/korea-housing-finance-corporation/alloc-report__2025__post-issuance-impact-korea-housing-finance-corporation-gss__unk-pub-date__01d4806c3963.pdf#page=7,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 141.00 loans (from source, entry=subcategory) ÷ bond_share = 4,638.16 loans; 4,638.16 / 500.0M USD = 9.28 loans/$M

Extraction notes:
Two separate tables extracted: Vulnerable Groups (4 rows) and Policy Support Targets (3 rows).
Vulnerable Groups mapped to ICMA category 'Access to Essential Services'.
Policy Support Targets mapped to ICMA category 'Socioeconomic Advancement and Empowerment'.
Loan counts extracted as 'beneficiaries' KPI per agent guidance.
Amounts are in KRW 100 million units (hundred millions).
Total vulnerable groups: KRW 3,389 hundred million (338.9 billion KRW).
Total policy support targets: KRW 30,997 hundred million (3.0997 trillion KRW).
Preferential rates: 0.7%p for disabled, 0.1%p for low-income youths, 0.7%p for single parent/multicultural, 0.2%p for newborn children households, 0.3%p for newlyweds."
USY4841PAD43,6,Korea Housing Finance Corporation,500000000,USD,500000000.0,Access to Essential Services,Beneficiaries reached,Social,38157.8947,loans,76.315789,,https://source.arctal.ai/entities/korea-housing-finance-corporation/alloc-report__2025__post-issuance-impact-korea-housing-finance-corporation-gss__unk-pub-date__01d4806c3963.pdf#page=7,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 1,160.00 loans (from source, entry=subcategory) ÷ bond_share = 38,157.89 loans; 38,157.89 / 500.0M USD = 76.32 loans/$M

Extraction notes:
Two separate tables extracted: Vulnerable Groups (4 rows) and Policy Support Targets (3 rows).
Vulnerable Groups mapped to ICMA category 'Access to Essential Services'.
Policy Support Targets mapped to ICMA category 'Socioeconomic Advancement and Empowerment'.
Loan counts extracted as 'beneficiaries' KPI per agent guidance.
Amounts are in KRW 100 million units (hundred millions).
Total vulnerable groups: KRW 3,389 hundred million (338.9 billion KRW).
Total policy support targets: KRW 30,997 hundred million (3.0997 trillion KRW).
Preferential rates: 0.7%p for disabled, 0.1%p for low-income youths, 0.7%p for single parent/multicultural, 0.2%p for newborn children households, 0.3%p for newlyweds."
USY4841PAD43,7,Korea Housing Finance Corporation,500000000,USD,500000000.0,Socioeconomic Advancement and Empowerment,Beneficiaries reached,Social,87006.5789,loans,174.013158,,https://source.arctal.ai/entities/korea-housing-finance-corporation/alloc-report__2025__post-issuance-impact-korea-housing-finance-corporation-gss__unk-pub-date__01d4806c3963.pdf#page=7,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 2,645.00 loans (from source, entry=subcategory) ÷ bond_share = 87,006.58 loans; 87,006.58 / 500.0M USD = 174.01 loans/$M

Extraction notes:
Two separate tables extracted: Vulnerable Groups (4 rows) and Policy Support Targets (3 rows).
Vulnerable Groups mapped to ICMA category 'Access to Essential Services'.
Policy Support Targets mapped to ICMA category 'Socioeconomic Advancement and Empowerment'.
Loan counts extracted as 'beneficiaries' KPI per agent guidance.
Amounts are in KRW 100 million units (hundred millions).
Total vulnerable groups: KRW 3,389 hundred million (338.9 billion KRW).
Total policy support targets: KRW 30,997 hundred million (3.0997 trillion KRW).
Preferential rates: 0.7%p for disabled, 0.1%p for low-income youths, 0.7%p for single parent/multicultural, 0.2%p for newborn children households, 0.3%p for newlyweds."
USY4841PAD43,8,Korea Housing Finance Corporation,500000000,USD,500000000.0,Socioeconomic Advancement and Empowerment,Beneficiaries reached,Social,140789.4737,loans,281.578947,,https://source.arctal.ai/entities/korea-housing-finance-corporation/alloc-report__2025__post-issuance-impact-korea-housing-finance-corporation-gss__unk-pub-date__01d4806c3963.pdf#page=7,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 4,280.00 loans (from source, entry=subcategory) ÷ bond_share = 140,789.47 loans; 140,789.47 / 500.0M USD = 281.58 loans/$M

Extraction notes:
Two separate tables extracted: Vulnerable Groups (4 rows) and Policy Support Targets (3 rows).
Vulnerable Groups mapped to ICMA category 'Access to Essential Services'.
Policy Support Targets mapped to ICMA category 'Socioeconomic Advancement and Empowerment'.
Loan counts extracted as 'beneficiaries' KPI per agent guidance.
Amounts are in KRW 100 million units (hundred millions).
Total vulnerable groups: KRW 3,389 hundred million (338.9 billion KRW).
Total policy support targets: KRW 30,997 hundred million (3.0997 trillion KRW).
Preferential rates: 0.7%p for disabled, 0.1%p for low-income youths, 0.7%p for single parent/multicultural, 0.2%p for newborn children households, 0.3%p for newlyweds."
USY4841PAD43,9,Korea Housing Finance Corporation,500000000,USD,500000000.0,Socioeconomic Advancement and Empowerment,Beneficiaries reached,Social,268486.8421,loans,536.973684,,https://source.arctal.ai/entities/korea-housing-finance-corporation/alloc-report__2025__post-issuance-impact-korea-housing-finance-corporation-gss__unk-pub-date__01d4806c3963.pdf#page=7,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 8,162.00 loans (from source, entry=subcategory) ÷ bond_share = 268,486.84 loans; 268,486.84 / 500.0M USD = 536.97 loans/$M

Extraction notes:
Two separate tables extracted: Vulnerable Groups (4 rows) and Policy Support Targets (3 rows).
Vulnerable Groups mapped to ICMA category 'Access to Essential Services'.
Policy Support Targets mapped to ICMA category 'Socioeconomic Advancement and Empowerment'.
Loan counts extracted as 'beneficiaries' KPI per agent guidance.
Amounts are in KRW 100 million units (hundred millions).
Total vulnerable groups: KRW 3,389 hundred million (338.9 billion KRW).
Total policy support targets: KRW 30,997 hundred million (3.0997 trillion KRW).
Preferential rates: 0.7%p for disabled, 0.1%p for low-income youths, 0.7%p for single parent/multicultural, 0.2%p for newborn children households, 0.3%p for newlyweds."
USY4841PAD43,10,Korea Housing Finance Corporation,500000000,USD,500000000.0,Green Buildings,Affordable housing units,Social,25460.5263,loans,50.921053,,https://source.arctal.ai/entities/korea-housing-finance-corporation/alloc-report__2025__post-issuance-impact-korea-housing-finance-corporation-gss__unk-pub-date__01d4806c3963.pdf#page=10,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 774.00 loans (from source, entry=category) ÷ bond_share = 25,460.53 loans; 25,460.53 / 500.0M USD = 50.92 loans/$M

Extraction notes:
Aggregated G-SEED Grade 1 (106 loans, KRW 28,600M) and Grade 2 (668 loans, KRW 176,200M) into single Green Buildings category row. Total 774 loans, KRW 204,700M. The bond label is Social but this page covers the green component (17.8% of allocation)."
US606094DR80,1,Missouri Joint Municipal Electric Utility Commission,2815000,USD,2815000.0,Renewable Energy,Installed renewable energy capacity,Environmental,1.856,MW,0.659328,,https://source.arctal.ai/entities/missouri-joint-municipal-electric-utility-commissi/alloc-report__2024__missouri-electric-commission-continuing-fiscal-year-ending__2025-05-31__ad5bb1206bd2.pdf#page=20,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 28.82 MW (from source, entry=category) × bond_share 0.064400 = 1.86 MW; 1.86 / 2.8M USD = 0.66 MW/$M

Extraction notes:
p20: Sum of 9 green bond financed solar projects (Macon 3.24, Trenton 3.29, Rolla 3.2, Waynesville 3.2, Marshall 3.18, Chillicothe 3.26, Lebanon 3.15, Higginsville 3.2, Farmington 3.1 MW DC). Portfolio-level value.

Additional sources: https://source.arctal.ai/entities/missouri-joint-municipal-electric-utility-commissi/alloc-report__2024__missouri-electric-commission-continuing-fiscal-year-ending__2025-05-31__ad5bb1206bd2.pdf#page=21; https://source.arctal.ai/entities/missouri-joint-municipal-electric-utility-commissi/alloc-report__2024__missouri-electric-commission-continuing-fiscal-year-ending__2025-05-31__ad5bb1206bd2.pdf#page=22"
US606094DR80,2,Missouri Joint Municipal Electric Utility Commission,2815000,USD,2815000.0,Renewable Energy,Annual renewable energy generation,Environmental,3001.04,MWh,1066.08881,,https://source.arctal.ai/entities/missouri-joint-municipal-electric-utility-commissi/alloc-report__2024__missouri-electric-commission-continuing-fiscal-year-ending__2025-05-31__ad5bb1206bd2.pdf#page=20,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 46,600.00 MWh (from source, entry=category) × bond_share 0.064400 = 3,001.04 MWh; 3,001.04 / 2.8M USD = 1,066.09 MWh/$M

Extraction notes:
p22: 2024 annual generation for all 11 MoPEP Solar Projects (includes Butler and El Dorado Springs which are not green bond financed). Portfolio-level value - actual green bond project generation estimated ~38,350 MWh proportional to capacity.

Additional sources: https://source.arctal.ai/entities/missouri-joint-municipal-electric-utility-commissi/alloc-report__2024__missouri-electric-commission-continuing-fiscal-year-ending__2025-05-31__ad5bb1206bd2.pdf#page=21; https://source.arctal.ai/entities/missouri-joint-municipal-electric-utility-commissi/alloc-report__2024__missouri-electric-commission-continuing-fiscal-year-ending__2025-05-31__ad5bb1206bd2.pdf#page=22"
US20775HQC06,1,Connecticut Housing Finance Authority,280000,USD,280000.0,,,,,,,,,
US53945CGQ78,1,"City of Los Angeles, CA",8385000,USD,8385000.0,,,,,,,,,
US59259N4P52,1,New York Metropolitan Transportation Authority,8865000,USD,8865000.0,,,,,,,,,
US797661XR11,1,San Francisco Bay Area Rapid Transit (BART),7405000,USD,7405000.0,,,,,,,,,
CND10008R9V6,1,China Kangfu International Leasing,338000000,CNY,46379763.7,Renewable Energy,Installed renewable energy capacity,Environmental,443,MW,9.551579,"The sum 45+150+100+48+100 = 443 MW checks out arithmetically. However, this is the total project capacity with no bond_share applied. The per $M divides by total bond USD which is correct for denom=bond, but the bond only finances 33.3% of projects allocated to Renewable Energy — the denom=bond entry=project approach reports full project values divided by full bond amount, which is the standard approach.",https://source.arctal.ai/entities/china-kangfu-international-leasing-co-ltd/alloc-report__2024__trustee-management-china-kangfu-international-leasing-co__2025-06-XX__7873ee5ab527.pdf#page=9,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 443.00 MW (from source, denom=bond, entry=project); 443.00 / 46.4M USD = 9.55 MW/$M

Extraction notes:
p9: 5 wind projects - 45MW + 150MW + 100MW + 48MW + 100MW = 443 MW"
CND10008R9V6,2,China Kangfu International Leasing,338000000,CNY,46379763.7,Renewable Energy,Annual renewable energy generation,Environmental,1029945,MWh,22206.775497,,https://source.arctal.ai/entities/china-kangfu-international-leasing-co-ltd/alloc-report__2024__trustee-management-china-kangfu-international-leasing-co__2025-06-XX__7873ee5ab527.pdf#page=9,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 1,029,945.00 MWh (from source, denom=bond, entry=project); 1,029,945.00 / 46.4M USD = 22,206.78 MWh/$M

Extraction notes:
p9: 98,172 + 286,043 + 203,507 + 165,485 + 276,738.1 = 1,029,945 MWh"
CND10008R9V6,3,China Kangfu International Leasing,338000000,CNY,46379763.7,Renewable Energy,Installed renewable energy capacity,Environmental,587.5,MW,12.667162,"There are two separate 'Installed renewable energy capacity' rows for Renewable Energy (wind: 443 MW and solar: 587.5 MW). These could potentially be combined into a single row (1,030.5 MW total), but having them separate is not necessarily wrong — just unusual. The arithmetic 500+20+10+30+3+4.5+20 = 587.5 checks out.",https://source.arctal.ai/entities/china-kangfu-international-leasing-co-ltd/alloc-report__2024__trustee-management-china-kangfu-international-leasing-co__2025-06-XX__7873ee5ab527.pdf#page=10,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 587.50 MW (from source, denom=bond, entry=project); 587.50 / 46.4M USD = 12.67 MW/$M

Extraction notes:
p10: 7 solar projects - 500+20+10+30+3+4.5+20 = 587.5 MW"
CND10008R9V6,4,China Kangfu International Leasing,338000000,CNY,46379763.7,Renewable Energy,Annual renewable energy generation,Environmental,179283,MWh,3865.543627,,https://source.arctal.ai/entities/china-kangfu-international-leasing-co-ltd/alloc-report__2024__trustee-management-china-kangfu-international-leasing-co__2025-06-XX__7873ee5ab527.pdf#page=10,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 179,283.00 MWh (from source, denom=bond, entry=project); 179,283.00 / 46.4M USD = 3,865.54 MWh/$M

Extraction notes:
p10: 67,704 + 31,172.4 + 15,340.9 + 28,910.5 + 4,000 + 4,600 + 27,554.9 = 179,283 MWh"
CND10008R9V6,5,China Kangfu International Leasing,338000000,CNY,46379763.7,Clean Transportation,Electric vehicles in fleet,Environmental,770,vehicles,16.602068,,https://source.arctal.ai/entities/china-kangfu-international-leasing-co-ltd/alloc-report__2024__trustee-management-china-kangfu-international-leasing-co__2025-06-XX__7873ee5ab527.pdf#page=10,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 770.00 vehicles (from source, denom=bond, entry=project); 770.00 / 46.4M USD = 16.60 vehicles/$M

Extraction notes:
p10: 770 new energy vehicles (EVs) for leasing

Additional sources: https://source.arctal.ai/entities/china-kangfu-international-leasing-co-ltd/alloc-report__2024__trustee-management-china-kangfu-international-leasing-co__2025-06-XX__7873ee5ab527.pdf#page=9"
CND10008R9V6,6,China Kangfu International Leasing,338000000,CNY,46379763.7,Bond-Wide,Annual GHG emissions reduced/avoided/sequestered,Environmental,112400,tCO2e,2423.470735,"Trail states '1.24万吨' which is 1.24 × 10,000 = 12,400 tCO2e, not 112,400 tCO2e. The conversion from Chinese notation appears incorrect — 1.24万 = 12,400, not 112,400. However, it's possible the source says 11.24万吨 or similar, so flagging without correction as the full source text is truncated.",https://source.arctal.ai/entities/china-kangfu-international-leasing-co-ltd/alloc-report__2024__trustee-management-china-kangfu-international-leasing-co__2025-06-XX__7873ee5ab527.pdf#page=8,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 112,400.00 tCO2e (from source, denom=bond, entry=bond_total); 112,400.00 / 46.4M USD = 2,423.47 tCO2e/$M

Extraction notes:
p11: 11.24万吨 (112,400 tCO2e/year) - bond share of total project GHG reduction

Additional sources: https://source.arctal.ai/entities/china-kangfu-international-leasing-co-ltd/alloc-report__2024__trustee-management-china-kangfu-international-leasing-co__2025-06-XX__7873ee5ab527.pdf#page=11"
NZHNZD0230L2,1,Housing New Zealand,1150000000,NZD,722815839.09,Green Buildings,Affordable housing units,Social,122.008,units,0.168795,"The source value of 808 units seems to be derived differently than row [2] which uses 218 units for Affordable Housing. The metric 'Affordable housing units' is assigned to 'Green Buildings' category which seems like a possible misattribution. Also, the source 808 units/M$ is labeled as PerMillionUSD from source but then treated as an absolute count multiplied by bond_share, which is inconsistent labeling.",https://source.arctal.ai/entities/kainga-ora-homes-and-communities/alloc-report__2023__kainga-ora-sustainable-finance-impact-2022-23-providing__unk-pub-date__645d74b974ef.pdf#page=13,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 808.00 units (from source, entry=category) × bond_share 0.151000 = 122.01 units; 122.01 / 722.8M USD = 0.17 units/$M

Extraction notes:
Page shows category-level allocation for FY2022/23. Sustainability (NZD 581.5M / 38%) mapped to Green Buildings; Social (NZD 938.5M / 62%) mapped to Affordable Housing. The Social category relates solely to Affordable housing eligible category per document. Amounts in $b: 0.58 and 0.94 are rounded; using precise values 0.5815 and 0.9385 from text. Total eligible capital expenditure is NZD 1.52 billion. Note: This is portfolio-level data (scope: per_portfolio), not specific to bond NZHNZD0230L2.
Page 12 shows portfolio-level summary only ($1.52B total proceeds). Category breakdown values (Sustainability $581.5M/38%, Social $938.5M/62%) are from page 13 as indicated in agent guidance. Sustainability mapped to ICMA 'Green Buildings', Social mapped to ICMA 'Affordable Housing'. Total $1,520M matches the $1.52B total proceeds available for allocation in FY2022/23.
Mapped 'Green buildings' to 'Green Buildings' entry with housing_units (808 Homestar certified homes). Mapped 'Affordable housing' to 'Affordable Housing' entry with beneficiaries (10,505 people housed) and housing_units (218 supported houses added). Mapped 'Socioeconomic advancement and empowerment' to 'Wellbeing Bond Programme' entry with jobs (123 apprenticeships). Mapped 'Pollution prevention and control' waste diversion tonnes to 'Wellbeing Bond Programme' entry with waste_treated (19,773 tonnes). Used 2023 as the reporting year from the 'Total 2023' column. Note: 'People housed' (10,505) mapped to beneficiaries; 'Supported houses added' (218) mapped to housing_units as additional housing units.

Additional sources: https://source.arctal.ai/entities/kainga-ora-homes-and-communities/alloc-report__2023__kainga-ora-sustainable-finance-impact-2022-23-providing__unk-pub-date__645d74b974ef.pdf#page=14"
NZHNZD0230L2,2,Housing New Zealand,1150000000,NZD,722815839.09,Affordable Housing,Beneficiaries reached,Social,1586.255,beneficiaries,2.194549,,https://source.arctal.ai/entities/kainga-ora-homes-and-communities/alloc-report__2023__kainga-ora-sustainable-finance-impact-2022-23-providing__unk-pub-date__645d74b974ef.pdf#page=13,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 10,505.00 beneficiaries (from source, entry=category) × bond_share 0.151000 = 1,586.25 beneficiaries; 1,586.25 / 722.8M USD = 2.19 beneficiaries/$M

Extraction notes:
Page shows category-level allocation for FY2022/23. Sustainability (NZD 581.5M / 38%) mapped to Green Buildings; Social (NZD 938.5M / 62%) mapped to Affordable Housing. The Social category relates solely to Affordable housing eligible category per document. Amounts in $b: 0.58 and 0.94 are rounded; using precise values 0.5815 and 0.9385 from text. Total eligible capital expenditure is NZD 1.52 billion. Note: This is portfolio-level data (scope: per_portfolio), not specific to bond NZHNZD0230L2.
Page 12 shows portfolio-level summary only ($1.52B total proceeds). Category breakdown values (Sustainability $581.5M/38%, Social $938.5M/62%) are from page 13 as indicated in agent guidance. Sustainability mapped to ICMA 'Green Buildings', Social mapped to ICMA 'Affordable Housing'. Total $1,520M matches the $1.52B total proceeds available for allocation in FY2022/23.
Mapped 'Green buildings' to 'Green Buildings' entry with housing_units (808 Homestar certified homes). Mapped 'Affordable housing' to 'Affordable Housing' entry with beneficiaries (10,505 people housed) and housing_units (218 supported houses added). Mapped 'Socioeconomic advancement and empowerment' to 'Wellbeing Bond Programme' entry with jobs (123 apprenticeships). Mapped 'Pollution prevention and control' waste diversion tonnes to 'Wellbeing Bond Programme' entry with waste_treated (19,773 tonnes). Used 2023 as the reporting year from the 'Total 2023' column. Note: 'People housed' (10,505) mapped to beneficiaries; 'Supported houses added' (218) mapped to housing_units as additional housing units.

Additional sources: https://source.arctal.ai/entities/kainga-ora-homes-and-communities/alloc-report__2023__kainga-ora-sustainable-finance-impact-2022-23-providing__unk-pub-date__645d74b974ef.pdf#page=14"
NZHNZD0230L2,3,Housing New Zealand,1150000000,NZD,722815839.09,Affordable Housing,Affordable housing units,Social,32.918,units,0.045541,"Both row [0] and row [2] use 218 units as a source value (trail references '(218) mapped to housing_units'), yet row [0] shows 808 as the source. It appears the same 218 housing units figure may have been double-counted across Green Buildings and Affordable Housing categories.",https://source.arctal.ai/entities/kainga-ora-homes-and-communities/alloc-report__2023__kainga-ora-sustainable-finance-impact-2022-23-providing__unk-pub-date__645d74b974ef.pdf#page=13,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 218.00 units (from source, entry=category) × bond_share 0.151000 = 32.92 units; 32.92 / 722.8M USD = 0.05 units/$M

Extraction notes:
Page shows category-level allocation for FY2022/23. Sustainability (NZD 581.5M / 38%) mapped to Green Buildings; Social (NZD 938.5M / 62%) mapped to Affordable Housing. The Social category relates solely to Affordable housing eligible category per document. Amounts in $b: 0.58 and 0.94 are rounded; using precise values 0.5815 and 0.9385 from text. Total eligible capital expenditure is NZD 1.52 billion. Note: This is portfolio-level data (scope: per_portfolio), not specific to bond NZHNZD0230L2.
Page 12 shows portfolio-level summary only ($1.52B total proceeds). Category breakdown values (Sustainability $581.5M/38%, Social $938.5M/62%) are from page 13 as indicated in agent guidance. Sustainability mapped to ICMA 'Green Buildings', Social mapped to ICMA 'Affordable Housing'. Total $1,520M matches the $1.52B total proceeds available for allocation in FY2022/23.
Mapped 'Green buildings' to 'Green Buildings' entry with housing_units (808 Homestar certified homes). Mapped 'Affordable housing' to 'Affordable Housing' entry with beneficiaries (10,505 people housed) and housing_units (218 supported houses added). Mapped 'Socioeconomic advancement and empowerment' to 'Wellbeing Bond Programme' entry with jobs (123 apprenticeships). Mapped 'Pollution prevention and control' waste diversion tonnes to 'Wellbeing Bond Programme' entry with waste_treated (19,773 tonnes). Used 2023 as the reporting year from the 'Total 2023' column. Note: 'People housed' (10,505) mapped to beneficiaries; 'Supported houses added' (218) mapped to housing_units as additional housing units.

Additional sources: https://source.arctal.ai/entities/kainga-ora-homes-and-communities/alloc-report__2023__kainga-ora-sustainable-finance-impact-2022-23-providing__unk-pub-date__645d74b974ef.pdf#page=14"
NZHNZD0230L2,4,Housing New Zealand,1150000000,NZD,722815839.09,Bond-Wide,Number of jobs created/retained,Social,18.573,jobs,0.025695,"The calculation shows 123.00 × bond_share 0.151 = 18.57. Check: 123 × 0.151 = 18.573, and separately 1,150,000,000 / 7,600,000,000 = 0.15132, so 123 × 0.15132 = 18.61. The bond_share 0.151 appears to be a rounded version of the NZD ratio. Math is approximately correct but the trail text is garbled/truncated.",https://source.arctal.ai/entities/kainga-ora-homes-and-communities/alloc-report__2023__kainga-ora-sustainable-finance-impact-2022-23-providing__unk-pub-date__645d74b974ef.pdf#page=12,"StandardMetric: true | StandardUnit: true | PerMillionUSD: portfolio-level 123.00 jobs × bond_share 0.151000 = bond 1,150,000,000 NZD / eligible assets 7,600,000,000 NZD = 18.57 jobs; 18.57 / 722.8M USD = 0.03 jobs/$M

Extraction notes:
This is a portfolio_total level extraction showing the total Wellbeing Bond programme allocation of $1.52 billion for FY2022/23. The amount represents the sum of $0.35 billion proceeds raised during FY2022/23 and $1.17 billion unallocated pre-financing from FY2020/21. Kāinga Ora fully allocated all remaining and new proceeds during the year. The maturity profile chart shows bond maturities from 2025-2040 but does not contain allocation amounts by category/subcategory.
Mapped 'Green buildings' to 'Green Buildings' entry with housing_units (808 Homestar certified homes). Mapped 'Affordable housing' to 'Affordable Housing' entry with beneficiaries (10,505 people housed) and housing_units (218 supported houses added). Mapped 'Socioeconomic advancement and empowerment' to 'Wellbeing Bond Programme' entry with jobs (123 apprenticeships). Mapped 'Pollution prevention and control' waste diversion tonnes to 'Wellbeing Bond Programme' entry with waste_treated (19,773 tonnes). Used 2023 as the reporting year from the 'Total 2023' column. Note: 'People housed' (10,505) mapped to beneficiaries; 'Supported houses added' (218) mapped to housing_units as additional housing units.

Additional sources: https://source.arctal.ai/entities/kainga-ora-homes-and-communities/alloc-report__2023__kainga-ora-sustainable-finance-impact-2022-23-providing__unk-pub-date__645d74b974ef.pdf#page=14"
NZHNZD0230L2,5,Housing New Zealand,1150000000,NZD,722815839.09,Bond-Wide,Amount of waste treated,Environmental,2985.723,tonnes,4.130683,,https://source.arctal.ai/entities/kainga-ora-homes-and-communities/alloc-report__2023__kainga-ora-sustainable-finance-impact-2022-23-providing__unk-pub-date__645d74b974ef.pdf#page=12,"StandardMetric: true | StandardUnit: true | PerMillionUSD: portfolio-level 19,773.00 tonnes × bond_share 0.151000 = bond 1,150,000,000 NZD / eligible assets 7,600,000,000 NZD = 2,985.72 tonnes; 2,985.72 / 722.8M USD = 4.13 tonnes/$M

Extraction notes:
This is a portfolio_total level extraction showing the total Wellbeing Bond programme allocation of $1.52 billion for FY2022/23. The amount represents the sum of $0.35 billion proceeds raised during FY2022/23 and $1.17 billion unallocated pre-financing from FY2020/21. Kāinga Ora fully allocated all remaining and new proceeds during the year. The maturity profile chart shows bond maturities from 2025-2040 but does not contain allocation amounts by category/subcategory.
Mapped 'Green buildings' to 'Green Buildings' entry with housing_units (808 Homestar certified homes). Mapped 'Affordable housing' to 'Affordable Housing' entry with beneficiaries (10,505 people housed) and housing_units (218 supported houses added). Mapped 'Socioeconomic advancement and empowerment' to 'Wellbeing Bond Programme' entry with jobs (123 apprenticeships). Mapped 'Pollution prevention and control' waste diversion tonnes to 'Wellbeing Bond Programme' entry with waste_treated (19,773 tonnes). Used 2023 as the reporting year from the 'Total 2023' column. Note: 'People housed' (10,505) mapped to beneficiaries; 'Supported houses added' (218) mapped to housing_units as additional housing units.

Additional sources: https://source.arctal.ai/entities/kainga-ora-homes-and-communities/alloc-report__2023__kainga-ora-sustainable-finance-impact-2022-23-providing__unk-pub-date__645d74b974ef.pdf#page=14"
MX91CM2S0009,1,Inversiones CMPC S.A.,1600000000,MXN,93434334.29,Environmentally Sustainable Management of Living Natural Resources & Land Use,Area under biodiversity management,Environmental,402817,ha,4311.231016,"This is a group-level figure (2022 actual) attributed to a single allocation category representing 97.4% of the bond. Row [1] reports 415,441 ha as bond-wide (2024 actual). Having both a category-level and bond-wide figure for the same metric from different years is potentially confusing but not arithmetically wrong.",https://source.arctal.ai/entities/cmpc/alloc-report__2023__cmpc-sustainable-financing-impact-detailing-impact-proceeds__2024-01-XX__7fa7c72f0dea.pdf#page=29,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 402,817.00 ha (from source, denom=bond, entry=category); 402,817.00 / 93.4M USD = 4,311.23 ha/$M

Extraction notes:
Group-level conservation area (p6 2023 report, 2022 actual)

Additional sources: https://source.arctal.ai/entities/cmpc/alloc-report__2024__cmpc-april-2025-sustainable-financing-impact-details__2025-04-XX__086ac1226f99.pdf#page=5; https://source.arctal.ai/entities/cmpc/alloc-report__2024__cmpc-april-2025-sustainable-financing-impact-details__2025-04-XX__086ac1226f99.pdf#page=28; https://source.arctal.ai/entities/cmpc/alloc-report__2023__cmpc-sustainable-financing-impact-detailing-impact-proceeds__2024-01-XX__7fa7c72f0dea.pdf#page=6; https://source.arctal.ai/entities/cmpc/alloc-report__2023__cmpc-sustainable-financing-impact-detailing-impact-proceeds__2024-01-XX__7fa7c72f0dea.pdf#page=24"
